Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	MP ID	Term
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0005405	axon degeneration
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0005386	behavior/neurological phenotype
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0009404	centrally nucleated skeletal muscle fibers
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0006082	CNS inflammation
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0001417	decreased exploration in new environment
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0000939	decreased motor neuron number
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0000880	decreased Purkinje cell number
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0001402	hypoactivity
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0001405	impaired coordination
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0001363	increased anxiety-related response
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0001260	increased body weight
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0008873	increased physiological sensitivity to xenobiotic
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0009766	increased sensitivity to xenobiotic induced morbidity/mortality
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0003631	nervous system phenotype
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0002229	neurodegeneration
ALS2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	MP:0009413	skeletal muscle fiber atrophy
ARF5	frog, western clawed symbol	MGI:99431	Arf1	ADP-ribosylation factor 1	protein coding gene	MP:0011096	embryonic lethality between implantation and somite formation, complete penetrance
ARF5	current symbol	MGI:99434	Arf5	ADP-ribosylation factor 5	protein coding gene	
NDUFAB1	current symbol	MGI:1917566	Ndufab1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1	protein coding gene	
NDUFAB1	human symbol	MGI:4936891	Ndufab1-ps	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex 1, pseudogene	pseudogene	
SLC25A5	current symbol	MGI:1353496	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	protein coding gene	
POLR2J	current symbol	MGI:109582	Polr2j	polymerase (RNA) II (DNA directed) polypeptide J	protein coding gene	
DHX33	current symbol	MGI:2445102	Dhx33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	protein coding gene	MP:0013292	embryonic lethality prior to organogenesis
DHX33	current symbol	MGI:2445102	Dhx33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	protein coding gene	MP:0005011	increased eosinophil cell number
DHX33	current symbol	MGI:2445102	Dhx33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	protein coding gene	MP:0013294	prenatal lethality prior to heart atrial septation
DHX33	current symbol	MGI:2445102	Dhx33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	protein coding gene	MP:0011100	preweaning lethality, complete penetrance
ACSM3	current symbol	MGI:99538	Acsm3	acyl-CoA synthetase medium-chain family member 3	protein coding gene	MP:0002169	no abnormal phenotype detected
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0004924	abnormal behavior
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001614	abnormal blood vessel morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005076	abnormal cell differentiation
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0006410	abnormal common myeloid progenitor cell morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001469	abnormal contextual conditioning behavior
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000428	abnormal craniofacial morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002123	abnormal definitive hematopoiesis
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002088	abnormal embryonic growth/weight/body size
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002086	abnormal extraembryonic tissue morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000783	abnormal forebrain morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002078	abnormal glucose homeostasis
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002441	abnormal granulocyte morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000267	abnormal heart development
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000266	abnormal heart morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002932	abnormal joint morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0008246	abnormal leukocyte morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002109	abnormal limb morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002801	abnormal long term object recognition memory
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002276	abnormal lung interstitium morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002417	abnormal megakaryocyte morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000286	abnormal mitral valve morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0003632	abnormal nervous system morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001447	abnormal nest building behavior
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002151	abnormal neural tube morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005269	abnormal occipital bone morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005217	abnormal pancreatic beta cell morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002270	abnormal pulmonary alveolus morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000150	abnormal rib morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001360	abnormal social investigation
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001463	abnormal spatial learning
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000955	abnormal spinal cord morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000157	abnormal sternum morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0008752	abnormal tumor necrosis factor level
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000259	abnormal vascular development
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000259	abnormal vascular development
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0003542	abnormal vascular endothelial cell development
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001622	abnormal vasculogenesis
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000137	abnormal vertebrae morphology
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000263	absent organized vascular network
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000238	absent pre-B cells
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001719	absent vitelline blood vessels
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001577	anemia
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0010403	atrial septal defect
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005386	behavior/neurological phenotype
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000449	broad nasal bridge
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005385	cardiovascular system phenotype
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0009890	cleft secondary palate
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0003862	decreased aggression towards males
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005602	decreased angiogenesis
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001364	decreased anxiety-related response
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005017	decreased B cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001265	decreased body size
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001262	decreased body weight
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0008075	decreased CD4-positive, alpha beta T cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002702	decreased circulating free fatty acid level
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002696	decreased circulating glucagon level
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0008813	decreased common myeloid progenitor cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005092	decreased double-positive T cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001698	decreased embryo size
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0009269	decreased fat cell size
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0010053	decreased grip strength
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0004810	decreased hematopoietic stem cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005016	decreased lymphocyte cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005459	decreased percent body fat/body weight
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005659	decreased susceptibility to diet-induced obesity
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005018	decreased T cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000715	decreased thymocyte number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005318	decreased triglyceride level
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0006057	decreased vascular endothelial cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002757	decreased vertical activity
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001783	decreased white adipose tissue amount
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000060	delayed bone ossification
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000060	delayed bone ossification
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001730	embryonic growth arrest
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0003984	embryonic growth retardation
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0011092	embryonic lethality, complete penetrance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0011098	embryonic lethality during organogenesis, complete penetrance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000691	enlarged spleen
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000914	exencephaly
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000240	extramedullary hematopoiesis
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000264	failure of vascular branching
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000447	flattened snout
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001399	hyperactivity
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001402	hypoactivity
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001405	impaired coordination
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005293	impaired glucose tolerance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001606	impaired hematopoiesis
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005292	improved glucose tolerance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000928	incomplete rostral neuropore closure
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0004892	increased adiponectin level
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000321	increased bone marrow cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0008078	increased CD8-positive, alpha-beta T cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002007	increased cellular sensitivity to gamma-irradiation
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005559	increased circulating glucose level
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002079	increased circulating insulin level
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005669	increased circulating leptin level
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005091	increased double-positive T cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000322	increased granulocyte number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001441	increased grooming behavior
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0010296	increased hemolymphoid system tumor incidence
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0009321	increased histiocytic sarcoma incidence
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002891	increased insulin sensitivity
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002026	increased leukemia incidence
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0010400	increased liver glycogen level
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0008254	increased megakaryocyte cell number
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005289	increased oxygen consumption
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002923	increased post-tetanic potentiation
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001409	increased stereotypic behavior
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002024	increased T cell derived lymphoma incidence
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002797	increased thigmotaxis
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002574	increased vertical activity
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005331	insulin resistance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001915	intracranial hemorrhage
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000085	large anterior fontanelle
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000085	large anterior fontanelle
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0011109	lethality throughout fetal growth and development, incomplete penetrance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000457	maxilla hypoplasia
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0010768	mortality/aging
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0005369	muscle phenotype
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000103	nasal bone hypoplasia
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0003631	nervous system phenotype
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0003631	nervous system phenotype
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002169	no abnormal phenotype detected
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000565	oligodactyly
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000929	open neural tube
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001722	pale yolk sac
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0003717	pallor
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0010418	perimembraneous ventricular septal defect
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0011090	perinatal lethality, incomplete penetrance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001732	postnatal growth retardation
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002082	postnatal lethality
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002082	postnatal lethality
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0011085	postnatal lethality, complete penetrance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0011086	postnatal lethality, incomplete penetrance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002083	premature death
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002080	prenatal lethality
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0011101	prenatal lethality, incomplete penetrance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0011110	preweaning lethality, incomplete penetrance
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0001473	reduced long term potentiation
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000161	scoliosis
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000161	scoliosis
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0002064	seizures
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000097	short maxilla
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0004471	short nasal bone
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000091	short premaxilla
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000445	short snout
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0003641	small lung
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0000706	small thymus
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0004678	split xiphoid process
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0004033	supernumerary teeth
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0004057	thin myocardium compact layer
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0004379	wide frontal bone
CREBBP	current symbol	MGI:1098280	Crebbp	CREB binding protein	protein coding gene	MP:0004679	xiphoid process foramen
WDR54	current symbol	MGI:1922909	Wdr54	WD repeat domain 54	protein coding gene	
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0002398	abnormal bone marrow cell morphology/development
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0002123	abnormal definitive hematopoiesis
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0008111	abnormal granulocyte differentiation
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0004808	abnormal hematopoietic stem cell morphology
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0002401	abnormal lymphopoiesis
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0002414	abnormal myeloblast morphology/development
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0002415	abnormal neutrophil differentiation
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0002463	abnormal neutrophil physiology
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0005251	blepharitis
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0005017	decreased B cell number
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0001265	decreased body size
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0001262	decreased body weight
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0008813	decreased common myeloid progenitor cell number
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0005089	decreased double-negative T cell number
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0005092	decreased double-positive T cell number
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0002875	decreased erythrocyte cell number
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0000208	decreased hematocrit
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0004810	decreased hematopoietic stem cell number
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0002874	decreased hemoglobin content
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0000221	decreased leukocyte cell number
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0003884	decreased macrophage cell number
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0008045	decreased NK cell number
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0008040	decreased NK T cell number
MLL5	old symbol	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	MP:0008209	decreased pre-B cell number
