Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	MP ID	Term
DVL2	current symbol	MGI:106613	Dvl2	dishevelled segment polarity protein 2	protein coding gene	MP:0000161	scoliosis
DVL2	current symbol	MGI:106613	Dvl2	dishevelled segment polarity protein 2	protein coding gene	MP:0000417	short hair
DVL2	current symbol	MGI:106613	Dvl2	dishevelled segment polarity protein 2	protein coding gene	MP:0004110	transposition of great arteries
DVL2	current symbol	MGI:106613	Dvl2	dishevelled segment polarity protein 2	protein coding gene	MP:0010402	ventricular septal defect
DVL2	current symbol	MGI:106613	Dvl2	dishevelled segment polarity protein 2	protein coding gene	MP:0002632	vestigial tail
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0003651	abnormal axon extension
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0002961	abnormal axon guidance
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0008128	abnormal brain internal capsule morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0004101	abnormal brain interneuron morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0002152	abnormal brain morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000780	abnormal corpus callosum morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0002279	abnormal diaphragm morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000830	abnormal diencephalon morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0004082	abnormal habenula morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000807	abnormal hippocampus morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0004165	abnormal lateral geniculate nucleus morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000897	abnormal midbrain morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000940	abnormal motor neuron innervation pattern
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000937	abnormal motor neuron morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0003632	abnormal nervous system morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0001053	abnormal neuromuscular synapse morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0001078	abnormal phrenic nerve morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000968	abnormal sensory neuron innervation pattern
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000965	abnormal sensory neuron morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000955	abnormal spinal cord morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0001077	abnormal spinal nerve morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0010769	abnormal survival
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000832	abnormal thalamus morphology
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0008227	absent anterior commissure
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0009703	decreased birth body size
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0009674	decreased birth weight
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000781	decreased corpus callosum size
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0003998	decreased thermal nociceptive threshold
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0000825	dilated lateral ventricles
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0008535	enlarged lateral ventricles
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0001505	hunched posture
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0003241	loss of cortex neurons
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0011087	neonatal lethality, complete penetrance
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0011090	perinatal lethality, incomplete penetrance
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0001954	respiratory distress
MYCBP2	current symbol	MGI:2179432	Mycbp2	MYC binding protein 2	protein coding gene	MP:0005388	respiratory system phenotype
CCDC124	current symbol	MGI:1916403	Ccdc124	coiled-coil domain containing 124	protein coding gene	MP:0000774	decreased brain size
CCDC124	current symbol	MGI:1916403	Ccdc124	coiled-coil domain containing 124	protein coding gene	MP:0002188	small heart
CCDC124	current symbol	MGI:1916403	Ccdc124	coiled-coil domain containing 124	protein coding gene	MP:0000601	small liver
CCDC124	current symbol	MGI:1916403	Ccdc124	coiled-coil domain containing 124	protein coding gene	MP:0003641	small lung
CCDC124	current symbol	MGI:1916403	Ccdc124	coiled-coil domain containing 124	protein coding gene	MP:0000692	small spleen
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0008225	abnormal anterior commissure morphology
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0002961	abnormal axon guidance
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0008128	abnormal brain internal capsule morphology
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0002152	abnormal brain morphology
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0000788	abnormal cerebral cortex morphology
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0000792	abnormal cortical marginal zone morphology
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0002878	abnormal corticospinal tract morphology
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0004274	abnormal embryonic/fetal subventricular zone morphology
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0004081	abnormal globus pallidus morphology
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0002184	abnormal innervation
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0000778	abnormal nervous system tract morphology
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0006009	abnormal neuronal migration
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0002270	abnormal pulmonary alveolus morphology
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0008227	absent anterior commissure
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0008129	absent brain internal capsule
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0001177	atelectasis
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0001575	cyanosis
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0012484	decreased corticospinal tract size
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0011881	distended duodenum
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0001405	impaired coordination
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0009247	meteorism
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0011087	neonatal lethality, complete penetrance
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0003631	nervous system phenotype
CELSR3	current symbol	MGI:1858236	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	protein coding gene	MP:0001953	respiratory failure
MDH1	current symbol	MGI:97051	Mdh1	malate dehydrogenase 1, NAD (soluble)	protein coding gene	MP:0005584	abnormal enzyme/coenzyme activity
MDH1	current symbol	MGI:97051	Mdh1	malate dehydrogenase 1, NAD (soluble)	protein coding gene	MP:0011091	prenatal lethality, complete penetrance
AQR	current symbol	MGI:1276102	Aqr	aquarius	protein coding gene	MP:0002169	no abnormal phenotype detected
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0001726	abnormal allantois morphology
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0008877	abnormal DNA methylation
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0001406	abnormal gait
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0001680	abnormal mesoderm development
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0003632	abnormal nervous system morphology
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0003720	abnormal neural tube closure
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0006029	abnormal sclerotome morphology
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0001262	decreased body weight
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0001730	embryonic growth arrest
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0003984	embryonic growth retardation
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0011098	embryonic lethality during organogenesis, complete penetrance
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0008044	increased NK cell number
UHRF1	current symbol	MGI:1338889	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	protein coding gene	MP:0006346	small pharyngeal arch
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0010387	abnormal Bergmann glial cell morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0009977	abnormal cerebellar granule cell migration
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0004098	abnormal cerebellar granule cell morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0000886	abnormal cerebellar granule layer morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0000872	abnormal cerebellum external granule cell layer morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0009964	abnormal cerebellum lobule morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0000812	abnormal dentate gyrus morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0000729	abnormal myogenesis
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0006009	abnormal neuronal migration
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0009937	abnormal neuron differentiation
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0009951	abnormal olfactory bulb mitral cell layer morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0000819	abnormal olfactory bulb morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0004279	abnormal rostral migratory stream morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0003084	abnormal skeletal muscle fiber morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0000759	abnormal skeletal muscle morphology
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0009546	absent gastric milk in neonates
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0001393	ataxia
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0005386	behavior/neurological phenotype
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0001262	decreased body weight
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0000774	decreased brain size
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0003203	increased neuron apoptosis
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0011109	lethality throughout fetal growth and development, incomplete penetrance
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0001513	limb grasping
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0011088	neonatal lethality, incomplete penetrance
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0003631	nervous system phenotype
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0011089	perinatal lethality, complete penetrance
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0001732	postnatal growth retardation
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0011085	postnatal lethality, complete penetrance
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0000852	small cerebellum
TRIO	current symbol	MGI:1927230	Trio	triple functional domain (PTPRF interacting)	protein coding gene	MP:0002741	small olfactory bulb
NOP16	current symbol	MGI:107862	Nop16	NOP16 nucleolar protein	protein coding gene	
MRTO4	current symbol	MGI:1917152	Mrto4	mRNA turnover 4, ribosome maturation factor	protein coding gene	
MRTO4	human symbol	MGI:3644169	Mrto4-ps1	mRNA turnover 4, pseudogene 1	pseudogene	
MRTO4	human symbol	MGI:3779507	Mrto4-ps2	mRNA turnover 4, pseudogene 2	pseudogene	
FAM168A	current symbol	MGI:2442372	Fam168a	family with sequence similarity 168, member A	protein coding gene	
C1orf144	human synonym	MGI:1098672	Szrd1	SUZ RNA binding domain containing 1	protein coding gene	
GLTSCR1	old symbol	MGI:2154263	Bicra	BRD4 interacting chromatin remodeling complex associated protein	protein coding gene	
ZNF275	human symbol	MGI:1350985	Zfp275	zinc finger protein 275	protein coding gene	MP:0001175	abnormal lung morphology
ZNF275	human symbol	MGI:1350985	Zfp275	zinc finger protein 275	protein coding gene	MP:0001539	decreased caudal vertebrae number
ZNF275	human symbol	MGI:1350985	Zfp275	zinc finger protein 275	protein coding gene	MP:0005635	decreased circulating bilirubin level
ZNF275	human symbol	MGI:1350985	Zfp275	zinc finger protein 275	protein coding gene	MP:0002874	decreased hemoglobin content
ZNF275	human symbol	MGI:1350985	Zfp275	zinc finger protein 275	protein coding gene	MP:0005642	decreased mean corpuscular hemoglobin concentration
RNF4	current symbol	MGI:1201691	Rnf4	ring finger protein 4	protein coding gene	MP:0001544	abnormal cardiovascular system physiology
RNF4	current symbol	MGI:1201691	Rnf4	ring finger protein 4	protein coding gene	MP:0008877	abnormal DNA methylation
RNF4	current symbol	MGI:1201691	Rnf4	ring finger protein 4	protein coding gene	MP:0011099	lethality throughout fetal growth and development, complete penetrance
RNF4	current symbol	MGI:1201691	Rnf4	ring finger protein 4	protein coding gene	MP:0010402	ventricular septal defect
TAF11	current symbol	MGI:1916026	Taf11	TATA-box binding protein associated factor 11	protein coding gene	
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0002084	abnormal developmental patterning
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0014134	abnormal embryo morphology
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0001700	abnormal embryo turning
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0011702	abnormal fibroblast proliferation
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0014138	abnormal germ layer morphology
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0012176	abnormal head development
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0006301	abnormal mesenchyme morphology
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0014141	abnormal mesoderm morphology
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0004046	abnormal mitosis
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0002950	abnormal neural crest cell migration
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0004837	abnormal neural fold formation
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0002151	abnormal neural tube morphology
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0003885	abnormal rostral-caudal body axis extension
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0001688	abnormal somite development
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0000259	abnormal vascular development
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0013925	abnormal vascular plexus formation
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0003229	abnormal vitelline vasculature morphology
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0003874	absent pharyngeal arches
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0001719	absent vitelline blood vessels
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0001625	cardiac hypertrophy
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0008784	craniorachischisis
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0011704	decreased fibroblast proliferation
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0004759	decreased mitotic index
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0009328	delayed heart looping
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0001723	disorganized yolk sac vascular plexus
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0011098	embryonic lethality during organogenesis, complete penetrance
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0001914	hemorrhage
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0013504	increased embryonic tissue cell apoptosis
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0010831	lethality, incomplete penetrance
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0002169	no abnormal phenotype detected
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0000929	open neural tube
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0001183	overexpanded pulmonary alveoli
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0001787	pericardial edema
PKN2	current symbol	MGI:109211	Pkn2	protein kinase N2	protein coding gene	MP:0006050	pulmonary fibrosis
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0008225	abnormal anterior commissure morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0002961	abnormal axon guidance
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0002199	abnormal brain commissure morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0002199	abnormal brain commissure morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0002878	abnormal corticospinal tract morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0003994	abnormal dorsal spinal root morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0002859	abnormal inner ear canal fusion
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0003312	abnormal locomotor coordination
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0000628	abnormal mammary gland development
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0000848	abnormal pons morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0009681	abnormal pyramidal decussation morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0009688	abnormal spinal cord central canal morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0009677	abnormal spinal cord dorsal column morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0010151	abnormal spinal cord ependymal layer morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0009695	abnormal spinal cord ventral commissure morphology
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0002196	absent corpus callosum
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0009546	absent gastric milk in neonates
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0009546	absent gastric milk in neonates
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0008223	absent hippocampal commissure
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0003161	absent lateral semicircular canal
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0003163	absent posterior semicircular canal
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0002862	altered righting response
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0005377	hearing/vestibular/ear phenotype
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0011099	lethality throughout fetal growth and development, complete penetrance
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0003631	nervous system phenotype
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0011089	perinatal lethality, complete penetrance
NTN1	current symbol	MGI:105088	Ntn1	netrin 1	protein coding gene	MP:0011085	postnatal lethality, complete penetrance
IDH3G	current symbol	MGI:1099463	Idh3g	isocitrate dehydrogenase 3 (NAD+), gamma	protein coding gene	
MEF2A	current symbol	MGI:99532	Mef2a	myocyte enhancer factor 2A	protein coding gene	MP:0005386	behavior/neurological phenotype
MEF2A	current symbol	MGI:99532	Mef2a	myocyte enhancer factor 2A	protein coding gene	MP:0005333	decreased heart rate
MEF2A	current symbol	MGI:99532	Mef2a	myocyte enhancer factor 2A	protein coding gene	MP:0002754	dilated heart right ventricle
MEF2A	current symbol	MGI:99532	Mef2a	myocyte enhancer factor 2A	protein coding gene	MP:0005369	muscle phenotype
MEF2A	current symbol	MGI:99532	Mef2a	myocyte enhancer factor 2A	protein coding gene	MP:0002169	no abnormal phenotype detected
MEF2A	current symbol	MGI:99532	Mef2a	myocyte enhancer factor 2A	protein coding gene	MP:0002082	postnatal lethality
MEF2A	current symbol	MGI:99532	Mef2a	myocyte enhancer factor 2A	protein coding gene	MP:0011086	postnatal lethality, incomplete penetrance
MEF2A	current symbol	MGI:99532	Mef2a	myocyte enhancer factor 2A	protein coding gene	MP:0002083	premature death
MEF2A	current symbol	MGI:99532	Mef2a	myocyte enhancer factor 2A	protein coding gene	MP:0005388	respiratory system phenotype
UFD1L	old symbol	MGI:109353	Ufd1	ubiquitin recognition factor in ER-associated degradation 1	protein coding gene	MP:0002169	no abnormal phenotype detected
